"county","total_itop","asian_itop","hispanic_itop","white_itop","black_itop","native_american_itop","other_itop","year","tot_pop","urban","total_rate","white_rate","black_rate","hispanic_rate","asian_rate","native_american_rate","other_rate"
"Karnes",14,0,9,5,0,0,0,2020,6126,"Rural",2.28534116878877,2.15238915195867,0,2.64162019371881,0,0,0
"Kaufman",200,3,43,89,59,0,6,2020,74397,"Urban",2.68828044141565,2.21983887461652,5.22355024347056,2.35758539393607,2.55102040816327,0,1.81653042688465
"Kendall",35,0,10,23,0,1,1,2020,22751,"Urban",1.53839391675091,1.4036372513121,0,1.97980597901406,0,13.6986301369863,1.13765642775882
"Kenedy",1,0,1,0,0,0,0,2020,181,"Rural",5.52486187845304,0,0,7.14285714285714,0,0,0
"Kent",1,0,0,0,1,0,0,2020,383,"Rural",2.61096605744125,0,Inf,0,0,0,0
"Kerr",46,0,22,23,1,0,0,2020,27075,"Rural",1.69898430286242,1.23357468490212,3.25732899022801,3.25059101654846,0,0,0
"Kimble",2,0,0,2,0,0,0,2020,2166,"Rural",0.923361034164358,1.23915737298637,0,0,0,0,0
"King",1,0,0,0,1,0,0,2020,142,"Rural",7.04225352112676,0,Inf,0,0,0,0
"Kinney",1,0,1,0,0,0,0,2020,1386,"Rural",0.721500721500722,0,0,1.41843971631206,0,0,0
"Kleberg",41,1,20,16,3,0,0,2020,15418,"Rural",2.65922947204566,5.02828409805154,6.12244897959184,1.80864532465184,2.82485875706215,0,0
"Knox",1,0,0,1,0,0,0,2020,1674,"Rural",0.597371565113501,1.03199174406605,0,0,0,0,0
"La Salle",11,0,10,1,0,0,0,2020,2792,"Rural",3.93982808022923,2.35294117647059,0,4.28816466552316,0,0,0
"Lamar",41,2,3,18,15,0,3,2020,25990,"Rural",1.57752981916122,0.985977212971078,4.38468284127448,1.38248847926267,7.32600732600733,0,2.05620287868403
"Lamb",2,0,1,1,0,0,0,2020,6574,"Rural",0.304228780042592,0.386996904024768,0,0.268744961031981,0,0,0
"Lampasas",34,0,6,25,0,0,0,2020,10915,"Urban",3.11497938616583,3.247596778384,0,2.91403593977659,0,0,0
"Lavaca",15,0,4,7,4,0,0,2020,10375,"Rural",1.44578313253012,0.941239747209896,6.44122383252818,2.0253164556962,0,0,0
"Lee",21,0,7,9,1,0,0,2020,8712,"Rural",2.41046831955923,1.69779286926995,1.28205128205128,3.11526479750779,0,0,0
"Leon",12,2,4,3,2,0,0,2020,7931,"Rural",1.51305005673938,0.503440174525927,4.42477876106195,3.45423143350604,26.6666666666667,0,0
"Liberty",100,1,30,50,19,0,0,2020,46230,"Urban",2.16309755569976,1.95266734359135,5.34608891389983,1.99720391451967,3.52112676056338,0,0
"Limestone",18,0,6,7,5,0,0,2020,10974,"Rural",1.64024056861673,1.10340479192938,2.77932184546971,2.57842715943275,0,0,0
"Lipscomb",0,0,0,0,0,0,0,2020,1536,"Rural",0,0,0,0,0,0,0
"Live Oak",10,0,7,3,0,0,0,2020,4943,"Rural",2.02306291725673,1.04384133611691,0,3.74131480491716,0,0,0
"Llano",12,0,0,10,1,0,0,2020,10820,"Rural",1.1090573012939,1.11495149960977,23.2558139534884,0,0,0,0
"Loving",2,0,0,2,0,0,0,2020,27,"Rural",74.0740740740741,83.3333333333333,0,0,0,0,0
"Lubbock",222,9,79,80,51,0,3,2020,157970,"Urban",1.40533012597329,1.00602356610204,3.98967378549636,1.43479840174355,1.88127090301003,0,0.586624951114587
"Lynn",1,0,0,1,0,0,0,2020,2724,"Rural",0.367107195301028,0.681663258350375,0,0,0,0,0
"Madison",17,0,3,6,7,0,0,2020,5775,"Rural",2.94372294372294,1.76522506619594,8.13953488372093,2.35849056603774,0,0,0
"Marion",9,0,0,5,4,0,0,2020,4995,"Rural",1.8018018018018,1.4168319637291,4.1407867494824,0,0,0,0
"Martin",4,0,2,0,1,1,0,2020,2626,"Urban",1.52322924600152,0,43.4782608695652,1.74520069808028,0,125,0
"Mason",1,0,0,1,0,0,0,2020,1974,"Rural",0.506585612968592,0.668896321070234,0,0,0,0,0
"Matagorda",49,0,18,17,14,0,0,2020,18247,"Rural",2.68537293801721,2.18593287900219,7.38786279683377,2.34711174859825,0,0,0
"Maverick",55,0,54,1,0,0,0,2020,29965,"Rural",1.83547472050726,1.39082058414465,0,1.89121983679473,0,0,0
"McCulloch",7,0,3,4,0,0,0,2020,3885,"Rural",1.8018018018018,1.58478605388273,0,2.54452926208651,0,0,0
"McLennan",387,4,111,138,117,2,6,2020,134170,"Urban",2.88440038756801,1.915097350782,6.13947630791835,3.22000464144813,1.57728706624606,4.16666666666667,1.07797340998922
"McMullen",2,0,1,0,1,0,0,2020,299,"Rural",6.68896321070234,0,1000,8.7719298245614,0,0,0
"Medina",56,2,30,21,3,0,0,2020,24667,"Urban",2.27023959135687,1.91413727098715,9.375,2.39654896948394,14.8148148148148,0,0
"Menard",0,0,0,0,0,0,0,2020,985,"Rural",0,0,0,0,0,0,0
"Midland",160,7,73,54,23,0,0,2020,84137,"Urban",1.9016603872256,1.4283069272886,4.55085081123862,2.00450326761492,3.57142857142857,0,0
"Milam",24,2,7,11,1,0,1,2020,12457,"Rural",1.92662759894035,1.41460905349794,0.953288846520496,2.25733634311512,35.0877192982456,0,2.1978021978022
"Mills",1,0,0,1,0,0,0,2020,2238,"Rural",0.446827524575514,0.569476082004556,0,0,0,0,0
"Mitchell",5,0,0,3,2,0,0,2020,3495,"Rural",1.43061516452074,1.55038759689922,13.4228187919463,0,0,0,0
"Montague",17,0,3,14,0,0,0,2020,10145,"Rural",1.67570231641203,1.68431183830606,0,2.53592561284869,0,0,0
"Montgomery",778,36,207,398,129,3,4,2020,314750,"Urban",2.47180301826847,2.11810286103542,7.25085717497611,2.51830944791844,3.130162594557,3.08008213552361,0.278125434570992
"Moore",3,1,1,1,0,0,0,2020,10436,"Rural",0.287466462246071,0.300661455201443,0,0.162628069604814,2.07900207900208,0,0
"Morris",11,0,0,4,6,0,1,2020,6200,"Rural",1.7741935483871,0.993541977148535,4.66200466200466,0,0,0,3.74531835205992
"Motley",1,0,0,1,0,0,0,2020,537,"Rural",1.86219739292365,2.30414746543779,0,0,0,0,0
"Nacogdoches",77,0,7,40,29,0,0,2020,33820,"Rural",2.27675931401538,2.05824843058557,5.05402579295922,1.01083032490975,0,0,0
"Navarro",52,2,14,22,13,0,1,2020,26632,"Rural",1.95253829978973,1.59930212271009,3.96704302715899,1.78480367159612,10.6951871657754,0,0.669792364367046
"Newton",10,0,0,3,6,0,1,2020,6185,"Rural",1.61681487469685,0.642948992713245,5.6657223796034,0,0,0,4.18410041841004
"Nolan",8,0,4,4,0,0,0,2020,7446,"Rural",1.0744023636852,0.975371860521824,0,1.45719489981785,0,0,0
"Nueces",596,7,366,176,43,0,1,2020,178091,"Urban",3.34660370260148,3.37293982368724,7.05612077453233,3.30587470192933,1.64977610181475,0,0.224870699347875
"Ochiltree",3,0,1,2,0,0,0,2020,4943,"Rural",0.606918875177018,0.922083909635777,0,0.380228136882129,0,0,0
"Oldham",1,0,0,0,1,0,0,2020,863,"Rural",1.15874855156431,0,90.9090909090909,0,0,0,0
"Orange",90,2,3,48,36,0,1,2020,42887,"Urban",2.09853801851377,1.46569360896516,8.71881811576653,0.850581230507513,3.25732899022801,0,0.593119810201661
"Palo Pinto",34,0,10,22,2,0,0,2020,14418,"Rural",2.35816340685255,2.06340273869818,7.32600732600733,3.66434591425431,0,0,0
"Panola",24,0,2,13,9,0,0,2020,11422,"Rural",2.10120819471196,1.57977883096367,5.37634408602151,1.92492781520693,0,0,0
"Parker",123,1,12,104,4,1,0,2020,74715,"Urban",1.64625577193335,1.74907500840901,5.29100529100529,1.22399020807834,1.76056338028169,2.40963855421687,0
"Parmer",0,0,0,0,0,0,0,2020,4793,"Rural",0,0,0,0,0,0,0
"Pecos",9,0,4,5,0,0,0,2020,6728,"Rural",1.33769322235434,3.42231348391513,0,0.796178343949045,0,0,0
"Polk",45,1,8,27,9,0,0,2020,23682,"Rural",1.90017734988599,1.56739811912226,5.05050505050505,2.63417846559104,5.64971751412429,0,0
"Potter",19,1,13,5,0,0,0,2020,57859,"Urban",0.328384520990684,0.198641293552104,0,0.595292609213298,0.323624595469256,0,0
"Presidio",2,0,2,0,0,0,0,2020,3147,"Rural",0.635525897680331,0,0,0.768049155145929,0,0,0
"Rains",10,0,0,8,2,0,0,2020,6054,"Rural",1.65180046250413,1.5888778550149,13.6054421768707,0,0,0,0
"Randall",12,0,4,7,1,0,0,2020,71900,"Urban",0.166898470097357,0.142487837645287,0.492853622474125,0.250532381310284,0,0,0
"Reagan",4,0,3,1,0,0,0,2020,1647,"Rural",2.42865816636308,2.05338809034908,0,2.73473108477666,0,0,0
"Real",3,0,0,3,0,0,0,2020,1357,"Rural",2.21075902726603,3.08008213552361,0,0,0,0,0
"Red River",13,2,1,5,3,1,1,2020,5850,"Rural",2.22222222222222,1.18063754427391,3.19488817891374,2.71739130434783,48.780487804878,16.9491525423729,4.80769230769231
"Reeves",12,0,7,5,0,0,0,2020,5719,"Rural",2.09826892813429,6.69344042838019,0,1.47337402652073,0,0,0
"Refugio",5,0,3,1,1,0,0,2020,3397,"Rural",1.47188695908154,0.681663258350375,5.71428571428571,1.81268882175227,0,0,0
"Roberts",0,0,0,0,0,0,0,2020,415,"Rural",0,0,0,0,0,0,0
"Robertson",20,0,4,11,5,0,0,2020,8425,"Rural",2.37388724035608,2.32018561484919,3.1328320802005,2.28440890919475,0,0,0
"Rockwall",126,4,28,71,17,1,4,2020,54952,"Urban",2.29291017615373,1.98579179951893,4.02271651680076,2.71871055442276,2.18459858001092,4.36681222707424,1.53080750095675
"Runnels",9,1,3,5,0,0,0,2020,4983,"Rural",1.80614087898856,1.63880694854146,0,1.78784266984505,76.9230769230769,0,0
"Rusk",48,0,5,23,19,0,0,2020,24838,"Rural",1.93252274740317,1.47313136488823,5.11853448275862,1.15794349235757,0,0,0
"Sabine",9,0,1,6,2,0,0,2020,4964,"Rural",1.81305398871878,1.44787644787645,5.47945205479452,4.97512437810945,0,0,0
"San Augustine",8,0,2,2,4,0,0,2020,4052,"Rural",1.97433366238894,0.755572346052135,4.15368639667705,6.45161290322581,0,0,0
"San Jacinto",25,0,4,13,7,0,1,2020,13640,"Rural",1.83284457478006,1.35869565217391,6.51162790697674,1.68918918918919,0,0,1.86219739292365
"San Patricio",85,1,44,39,1,0,0,2020,34171,"Urban",2.48748939158936,2.97664478705541,2.39808153477218,2.29741019214703,2.0746887966805,0,0
"San Saba",3,0,0,3,0,0,0,2020,3162,"Rural",0.94876660341556,1.48075024679171,0,0,0,0,0
"Schleicher",0,0,0,0,0,0,0,2020,1235,"Rural",0,0,0,0,0,0,0
"Scurry",9,1,4,4,0,0,0,2020,8000,"Rural",1.125,0.955337950800096,0,1.20048019207683,17.8571428571429,0,0
"Shackelford",2,0,0,2,0,0,0,2020,1595,"Rural",1.25391849529781,1.49142431021626,0,0,0,0,0
"Shelby",40,1,11,11,17,0,0,2020,12124,"Rural",3.29924117452986,1.48488120950324,8.69120654396728,4.99772830531577,4.95049504950495,0,0
"Sherman",3,0,0,0,2,0,1,2020,1328,"Rural",2.25903614457831,0,400,0,0,0,17.2413793103448
"Smith",312,8,71,114,111,1,5,2020,121170,"Urban",2.57489477593464,1.63146144599004,5.40645852613122,3.0131986589144,3.76116596144805,2.78551532033426,1.06067034365719
"Somervell",7,0,2,4,1,0,0,2020,4722,"Rural",1.48242270224481,1.11172873818788,66.6666666666667,2.33918128654971,0,0,0
"Starr",47,0,38,8,0,0,0,2020,34252,"Rural",1.37218264626883,13.5135135135135,0,1.13524333044543,0,0,0
"Stephens",7,0,0,6,1,0,0,2020,4323,"Rural",1.61924589405505,1.97433366238894,27.027027027027,0,0,0,0
"Sterling",1,0,0,1,0,0,0,2020,669,"Rural",1.49476831091181,2.30414746543779,0,0,0,0,0
"Stonewall",0,0,0,0,0,0,0,2020,650,"Rural",0,0,0,0,0,0,0
"Sutton",1,0,0,1,0,0,0,2020,1688,"Rural",0.592417061611374,1.70357751277683,0,0,0,0,0
"Swisher",1,0,1,0,0,0,0,2020,3263,"Rural",0.306466441924609,0,0,0.684462696783025,0,0,0
"Tarrant",4943,266,1304,1293,1989,17,54,2020,1078995,"Urban",4.581114833711,2.80241966071866,10.4553793426095,4.20058434509218,4.03372558534514,4.77259966311061,1.1384719176927
"Taylor",157,5,48,71,31,0,2,2020,73288,"Urban",2.1422333806353,1.58160878572542,5.94097355308547,2.70118176702307,3.09597523219814,0,0.571755288736421
"Terrell",3,0,3,0,0,0,0,2020,371,"Rural",8.08625336927224,0,0,15.7894736842105,0,0,0
"Terry",2,0,1,1,0,0,0,2020,5768,"Rural",0.346740638002774,0.444642063139173,0,0.3125,0,0,0
"Throckmorton",0,0,0,0,0,0,0,2020,756,"Rural",0,0,0,0,0,0,0
"Titus",34,1,16,11,5,0,1,2020,16054,"Rural",2.11785224866077,1.56717481122667,3.25309043591412,2.34397890418986,6.75675675675676,0,2.06185567010309
"Tom Green",120,3,61,48,7,0,0,2020,60854,"Urban",1.97193282282184,1.51281162343597,3.81471389645777,2.55230125523013,3.38218714768884,0,0
"Travis",3328,220,1093,1176,470,12,54,2020,640228,"Urban",5.1981481597181,3.88771897345706,9.64617026516706,5.25215636337426,4.34816981579571,8.62688713156003,1.86715535424086
"Trinity",12,0,2,7,3,0,0,2020,6885,"Rural",1.74291938997821,1.30621384586677,5.74712643678161,2.98507462686567,0,0,0
"Tyler",21,1,1,12,6,0,1,2020,9132,"Rural",2.29960578186597,1.59383716296985,8.73362445414847,2.19298245614035,21.2765957446809,0,2.84090909090909
"Upshur",29,0,1,21,7,0,0,2020,20728,"Urban",1.39907371671169,1.32350160710909,4.67601870407482,0.51413881748072,0,0,0
"Upton",2,0,1,1,0,0,0,2020,1627,"Rural",1.22925629993854,1.58227848101266,0,1.11856823266219,0,0,0
"Uvalde",38,0,29,7,1,0,0,2020,12457,"Rural",3.05049369832223,2.15252152521525,18.5185185185185,3.26466283913092,0,0,0
"Val Verde",64,0,44,15,5,0,0,2020,23834,"Rural",2.68523957371822,4.72143531633617,21.0970464135021,2.20905713425043,0,0,0
"Van Zandt",41,1,6,32,1,0,1,2020,30205,"Rural",1.35739116040391,1.30612244897959,1.33868808567604,1.74876129408336,6.45161290322581,0,0.840336134453782
"Victoria",107,0,51,45,9,0,1,2020,46691,"Urban",2.29166220470755,2.22606975018551,3.43380389164441,2.33644859813084,0,0,0.838222967309304
"Walker",129,2,21,37,66,0,3,2020,32055,"Rural",4.02433317735143,2.07143656925316,10.6554730384243,3.40909090909091,3.6697247706422,0,2.59291270527226
"Waller",84,2,22,27,33,0,0,2020,29565,"Urban",2.84119736174531,2.2790579893644,4.67223559394025,2.3892267593397,4.58715596330275,0,0
"Ward",12,0,6,4,2,0,0,2020,5719,"Rural",2.09826892813429,1.7636684303351,10.2040816326531,1.94300518134715,0,0,0
"Washington",55,0,8,25,22,0,0,2020,18200,"Rural",3.02197802197802,2.20516891593896,7.64685436218283,2.58314497901195,0,0,0
"Webb",290,2,237,46,2,0,0,2020,137170,"Urban",2.11416490486258,11.3889576627878,6.11620795107034,1.80100765238273,3.03490136570561,0,0
"Wharton",72,1,26,28,17,0,0,2020,21005,"Rural",3.42775529635801,3.0081650193382,6.13054453660296,3.08972073677956,10.989010989011,0,0
"Wheeler",1,0,0,1,0,0,0,2020,2493,"Rural",0.401123144805455,0.572409845449342,0,0,0,0,0
"Wichita",122,2,28,50,35,2,5,2020,63241,"Urban",1.92912825540393,1.26320044464656,5.88433086751849,2.29508196721311,1.38312586445367,4.10677618069815,1.39742873113471
"Wilbarger",7,0,2,4,1,0,0,2020,6506,"Rural",1.07592991085152,1.12485939257593,1.9723865877712,1.06496272630458,0,0,0
"Willacy",19,0,17,2,0,0,0,2020,9505,"Rural",1.99894792214624,2.56081946222791,0,1.97582519758252,0,0,0
"Williamson",923,101,223,384,126,4,16,2020,310270,"Urban",2.97482837528604,2.24862535207969,6.36749545178896,2.97531687791861,3.61760808051864,5.12820512820513,0.996139957664052
"Wilson",53,0,27,24,2,0,0,2020,24837,"Rural",2.13391311350002,1.74799708667152,6.17283950617284,2.77178934400986,0,0,0
"Winkler",4,0,1,3,0,0,0,2020,3762,"Rural",1.06326422115896,2.29182582123759,0,0.437636761487965,0,0,0
"Wise",42,0,14,24,2,1,0,2020,34173,"Urban",1.22904047054692,0.947081804190837,8.06451612903226,2.11384568926468,0,4.16666666666667,0
"Wood",23,0,3,19,1,0,0,2020,22638,"Rural",1.01599081190918,1.03751433407962,1.3550135501355,1.29421915444349,0,0,0
"Yoakum",16,2,8,2,4,0,0,2020,3883,"Rural",4.12052536698429,1.5552099533437,121.212121212121,3.23101777059774,153.846153846154,0,0
"Young",7,0,1,6,0,0,0,2020,9046,"Rural",0.773822684059253,0.873108265424913,0,0.599161174355902,0,0,0
"Zapata",16,0,13,3,0,0,0,2020,6924,"Rural",2.31080300404391,8.59598853868195,0,1.98959289868381,0,0,0
"Zavala",25,0,23,2,0,0,0,2020,4977,"Rural",5.02310628892907,7.04225352112676,0,4.97835497835498,0,0,0
"Anderson",40,0,9,13,17,0,1,2021,22942,"Rural",1.74352715543545,0.876778849396372,5.27786401738591,2.46710526315789,0,0,1.0482180293501
"Andrews",3,0,2,1,0,0,0,2021,9249,"Rural",0.324359390204346,0.272257010618023,0,0.387897595034911,0,0,0
"Angelina",97,1,27,26,42,0,1,2021,44193,"Rural",2.19491774715453,1.01530771633864,6.22406639004149,2.78264454292487,2.04918032786885,0,0.644329896907217
"Aransas",23,1,2,20,0,0,0,2021,11946,"Rural",1.92533065461242,2.5040691123075,0,0.659848234905972,3.74531835205992,0,0
"Archer",1,0,0,1,0,0,0,2021,4299,"Rural",0.232612235403582,0.272108843537415,0,0,0,0,0
"Armstrong",0,0,0,0,0,0,0,2021,939,"Rural",0,0,0,0,0,0,0
"Atascosa",75,0,49,25,0,1,0,2021,24702,"Rural",3.03619140150595,3.09559187716691,0,3.11130865451775,0,14.4927536231884,0
"Austin",25,0,8,12,5,0,0,2021,15225,"Rural",1.64203612479475,1.26984126984127,4.03877221324717,2.03252032520325,0,0,0
"Bailey",4,0,2,1,1,0,0,2021,3344,"Rural",1.19617224880383,0.887311446317657,83.3333333333333,0.934579439252336,0,0,0
"Bandera",16,0,2,14,0,0,0,2021,10548,"Rural",1.51687523701176,1.77552314521243,0,0.972289742343218,0,0,0
"Bastrop",143,1,64,51,21,0,2,2021,47866,"Urban",2.98750678978816,2.22911840552472,8.15217391304348,3.1960049937578,2.38663484486873,0,1.09349371241115
"Baylor",1,0,0,0,1,0,0,2021,1794,"Rural",0.557413600891862,0,35.7142857142857,0,0,0,0
"Bee",44,0,26,15,3,0,0,2021,12143,"Rural",3.62348678250844,4.08163265306122,14.018691588785,3.30284552845528,0,0,0
"Bell",893,33,188,242,378,1,22,2021,189865,"Urban",4.70334184815527,3.04981789310514,9.08260848671248,3.95756146850792,5.09495136637332,1.26262626262626,1.55752212389381
"Bexar",5180,168,2937,1323,676,10,5,2021,1026487,"Urban",5.04633765454409,4.91140537470348,9.14192981269863,4.7945071305438,4.76785106141446,4.32338953739732,0.151313400314732
"Blanco",17,0,5,12,0,0,0,2021,5762,"Rural",2.95036445678584,2.7130906624463,0,4.91642084562439,0,0,0
"Borden",0,0,0,0,0,0,0,2021,300,"Rural",0,0,0,0,0,0,0
"Bosque",7,0,3,4,0,0,0,2021,9231,"Rural",0.758314375473947,0.578536303153023,0,1.80722891566265,0,0,0
"Bowie",99,2,7,26,62,0,1,2021,46213,"Urban",2.14225434401575,0.924543062371097,5.32325920837984,2.23713646532438,3.27332242225859,0,0.412881915772089
"Brazoria",620,24,165,199,224,3,0,2021,185337,"Urban",3.34525755785407,2.47318643351603,8.34792978794768,2.91498834004664,1.76353883459475,5.62851782363977,0
"Brazos",330,16,85,131,95,1,1,2021,116549,"Urban",2.83142712507186,2.12159492112849,7.70978737217984,2.73329474564281,2.42755272341071,3.86100386100386,0.220604456210015
"Brewster",4,0,0,4,0,0,0,2021,4664,"Rural",0.857632933104631,1.69348010160881,0,0,0,0,0
"Briscoe",1,0,1,0,0,0,0,2021,695,"Rural",1.43884892086331,0,0,5.40540540540541,0,0,0
"Brooks",5,0,4,1,0,0,0,2021,3452,"Rural",1.44843568945539,3.87596899224806,0,1.27388535031847,0,0,0
"Brown",17,0,5,9,3,0,0,2021,19135,"Rural",0.888424353279331,0.665582014494897,5.44464609800363,1.22940742562085,0,0,0
"Burleson",17,0,2,8,7,0,0,2021,8945,"Rural",1.90050307434321,1.40646976090014,7.21649484536082,1.07816711590296,0,0,0
"Burnet",57,0,22,29,1,0,3,2021,24986,"Rural",2.28127751540863,1.62410394265233,3.01204819277108,4.05231165960582,0,0,2.95566502463054
"Caldwell",85,1,52,25,4,0,1,2021,23348,"Urban",3.64056878533493,2.89720709236296,3.56824264049955,4.07172500195756,7.5187969924812,0,1.60513643659711
"Calhoun",14,0,9,4,1,0,0,2021,9823,"Rural",1.42522650921307,0.962232379119557,6.25,1.87304890738814,0,0,0
"Callahan",4,0,2,2,0,0,0,2021,6896,"Rural",0.580046403712297,0.343997248022016,0,3.1496062992126,0,0,0
"Cameron",417,4,327,82,2,0,0,2021,217794,"Urban",1.91465329623406,4.50574207374032,3.5650623885918,1.66774619656964,3.0188679245283,0,0
"Camp",19,0,3,8,8,0,0,2021,6382,"Rural",2.97712315888436,2.29160698940132,7.89733464955578,1.89035916824197,0,0,0
"Carson",1,0,0,0,1,0,0,2021,2922,"Rural",0.342231348391513,0,111.111111111111,0,0,0,0
"Cass",17,0,0,8,9,0,0,2021,14650,"Rural",1.16040955631399,0.737055463423623,3.75,0,0,0,0
"Castro",0,0,0,0,0,0,0,2021,3599,"Rural",0,0,0,0,0,0,0
"Chambers",57,2,20,25,10,0,0,2021,23362,"Urban",2.43985960106155,1.67358414781095,6.26959247648903,3.70027752081406,5.68181818181818,0,0
"Cherokee",40,0,16,7,14,0,3,2021,24862,"Rural",1.60888102324833,0.460344600815468,4.67289719626168,2.87925139463739,0,0,3.36700336700337
"Childress",1,0,0,0,0,0,1,2021,2820,"Rural",0.354609929078014,0,0,0,0,0,7.19424460431655
"Clay",2,1,0,1,0,0,0,2021,5142,"Rural",0.388953714507974,0.222667557336896,0,0,26.3157894736842,0,0
"Cochran",1,0,1,0,0,0,0,2021,1299,"Rural",0.769822940723634,0,0,1.30890052356021,0,0,0
"Coke",0,0,0,0,0,0,0,2021,1674,"Rural",0,0,0,0,0,0,0
"Coleman",3,0,1,2,0,0,0,2021,3894,"Rural",0.770416024653313,0.658327847267939,0,1.68067226890756,0,0,0
"Collin",1447,264,256,440,448,5,29,2021,542135,"Urban",2.66907689044242,1.60295526661882,7.71642150952496,2.99867636551054,2.76283567406911,2.59470679813181,1.08484213676493
"Collingsworth",0,0,0,0,0,0,0,2021,1385,"Rural",0,0,0,0,0,0,0
"Colorado",20,0,6,8,6,0,0,2021,10329,"Rural",1.93629586600833,1.35249366018597,5.18582541054451,2.04359673024523,0,0,0
"Comal",228,3,73,130,15,0,3,2021,82182,"Urban",2.77433014528729,2.44337938163706,8.52272727272727,3.28473722102232,2.58175559380379,0,0.850340136054422
"Comanche",4,0,1,3,0,0,0,2021,6796,"Rural",0.588581518540318,0.640888698995941,0,0.535618639528656,0,0,0
"Concho",4,0,1,3,0,0,0,2021,1150,"Rural",3.47826086956522,3.8860103626943,0,3.09597523219814,0,0,0
"Cooke",26,0,6,17,3,0,0,2021,21063,"Rural",1.23439206190951,1.13659156247911,4.86223662884927,1.44300144300144,0,0,0
"Coryell",106,5,21,41,36,0,1,2021,41611,"Urban",2.54740333085002,1.75281091017913,6.35256749602965,2.57573899178217,4.90196078431373,0,0.314366551398931
"Cottle",1,0,0,1,0,0,0,2021,709,"Rural",1.41043723554302,2.14132762312634,0,0,0,0,0
"Crane",6,0,5,1,0,0,0,2021,2310,"Rural",2.5974025974026,1.41843971631206,0,3.28731097961867,0,0,0
"Crockett",4,0,2,1,1,0,0,2021,1548,"Rural",2.58397932816537,1.80831826401447,111.111111111111,2.10304942166141,0,0,0
"Crosby",5,0,3,2,0,0,0,2021,2625,"Rural",1.9047619047619,1.87441424554827,0,2.07756232686981,0,0,0
"Culberson",0,0,0,0,0,0,0,2021,1064,"Rural",0,0,0,0,0,0,0
"Dallam",0,0,0,0,0,0,0,2021,3342,"Rural",0,0,0,0,0,0,0
"Dallas",6867,438,2202,1035,3052,26,99,2021,1322590,"Urban",5.19208522671425,2.83903884134299,10.0765314544938,4.23758169179964,4.8061096846402,7.42220953468456,2.42201834862385
"Dawson",3,0,2,1,0,0,0,2021,5643,"Rural",0.531632110579479,0.475737392959087,0,0.617665225447807,0,0,0
"DeWitt",14,0,3,10,1,0,0,2021,9487,"Rural",1.47570359439233,1.82848784055586,1.71232876712329,0.956937799043062,0,0,0
"Deaf Smith",2,0,1,1,0,0,0,2021,9250,"Rural",0.216216216216216,0.461680517082179,0,0.145201103528387,0,0,0
"Delta",1,0,0,0,1,0,0,2021,2675,"Rural",0.373831775700935,0,6.09756097560976,0,0,0,0
"Denton",1253,157,245,406,420,4,17,2021,463327,"Urban",2.70435351274586,1.64911268801306,8.23206585652685,2.64518845618164,3.28431270003975,2.08768267223382,0.715066879784639
"Dickens",0,0,0,0,0,0,0,2021,900,"Rural",0,0,0,0,0,0,0
"Dimmit",10,0,9,1,0,0,0,2021,4432,"Rural",2.25631768953069,2.25733634311512,0,2.31839258114374,0,0,0
"Donley",1,0,0,0,1,0,0,2021,1623,"Rural",0.616142945163278,0,10.8695652173913,0,0,0,0
"Duval",11,0,9,2,0,0,0,2021,4723,"Rural",2.32902816006775,5.58659217877095,0,2.26757369614512,0,0,0
"Eastland",13,0,4,8,1,0,0,2021,9019,"Rural",1.4414014857523,1.14596762641455,7.46268656716418,2.77392510402219,0,0,0
"Ector",139,0,86,42,10,0,0,2021,81227,"Urban",1.71125364718628,1.67224080267559,2.88933834151979,1.74442190669371,0,0,0
"Edwards",0,0,0,0,0,0,0,2021,710,"Rural",0,0,0,0,0,0,0
"El Paso",285,6,83,99,91,1,3,2021,444653,"Urban",0.640949234571677,2.20132079247549,8.89106008793356,0.220839829926724,1.09071077985821,0.980392156862745,0.423370025402202
"Ellis",29,0,18,6,5,0,0,2021,97907,"Urban",0.296199454584453,0.110300200378697,0.402771064926696,0.702356797253004,0,0,0
"Erath",54,1,15,35,3,0,0,2021,21930,"Rural",2.46238030095759,2.25268713393834,4.60122699386503,3.23834196891192,4.97512437810945,0,0
"Falls",17,0,2,6,9,0,0,2021,9505,"Rural",1.788532351394,1.2442969722107,4.18994413407821,0.905387052965143,0,0,0
"Fannin",25,0,3,19,2,0,1,2021,16650,"Rural",1.5015015015015,1.45582713968278,2.94985250737463,1.68634064080944,0,0,1.10497237569061
"Fayette",24,0,5,14,3,0,1,2021,12528,"Rural",1.91570881226054,1.59817351598174,4.02144772117962,1.89969604863222,0,0,2.9585798816568
"Fisher",2,0,0,0,2,0,0,2021,1856,"Rural",1.07758620689655,0,35.0877192982456,0,0,0,0
"Floyd",3,0,3,0,0,0,0,2021,2729,"Rural",1.09930377427629,0,0,1.94426441996111,0,0,0
"Foard",0,0,0,0,0,0,0,2021,556,"Rural",0,0,0,0,0,0,0
"Fort Bend",1359,167,258,264,647,8,6,2021,422429,"Urban",3.21710867388366,2.16331380341705,7.21880683276245,2.54167159238681,1.79073109009415,13.8888888888889,0.388978930307942
"Franklin",4,0,0,3,1,0,0,2021,5313,"Rural",0.752870318087709,0.730282375851996,5.91715976331361,0,0,0,0
"Freestone",14,0,2,8,4,0,0,2021,9286,"Rural",1.50764591858712,1.2580594433087,3.29489291598023,1.48698884758364,0,0,0
